Axi A1 Relic (Intact),Axi A1 Relic (Intact).1
Fang Prime Blade,Uncommon (16.67%)
Wukong Prime Neuroptics Blueprint,Uncommon (16.67%)
,
Neo I2 Relic (Intact),Neo I2 Relic (Intact)
Ivara Prime Chassis Blueprint,Rare (2.00%)
Stradavar Prime Barrel,Uncommon (11.00%)
Wukong Prime Systems Blueprint,Uncommon (11.00%)
Burston Prime Receiver,Uncommon (25.33%)
Dethcube Prime Systems,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Neo I2 Relic (Exceptional),Neo I2 Relic (Exceptional)
Ivara Prime Chassis Blueprint,Rare (4.00%)
Stradavar Prime Barrel,Uncommon (13.00%)
Wukong Prime Systems Blueprint,Uncommon (13.00%)
Burston Prime Receiver,Uncommon (23.33%)
Dethcube Prime Systems,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Neo I2 Relic (Flawless),Neo I2 Relic (Flawless)
Ivara Prime Chassis Blueprint,Rare (6.00%)
Stradavar Prime Barrel,Uncommon (17.00%)
Wukong Prime Systems Blueprint,Uncommon (17.00%)
Burston Prime Receiver,Uncommon (20.00%)
Dethcube Prime Systems,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Neo I2 Relic (Radiant),Neo I2 Relic (Radiant)
Ivara Prime Chassis Blueprint,Uncommon (10.00%)
Stradavar Prime Barrel,Uncommon (20.00%)
Wukong Prime Systems Blueprint,Uncommon (20.00%)
Burston Prime Receiver,Uncommon (16.67%)
Dethcube Prime Systems,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Neo I3 Relic (Intact),Neo I3 Relic (Intact)
Ivara Prime Chassis Blueprint,Rare (2.00%)
Sybaris Prime Receiver,Uncommon (11.00%)
Baza Prime Barrel,Uncommon (11.00%)
Silva & Aegis Prime Hilt,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
Aksomati Prime Blueprint,Uncommon (25.33%)
,
Neo I3 Relic (Exceptional),Neo I3 Relic (Exceptional)
Ivara Prime Chassis Blueprint,Rare (4.00%)
Sybaris Prime Receiver,Uncommon (13.00%)
Baza Prime Barrel,Uncommon (13.00%)
Silva & Aegis Prime Hilt,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
Aksomati Prime Blueprint,Uncommon (23.33%)
,
Neo I3 Relic (Flawless),Neo I3 Relic (Flawless)
Ivara Prime Chassis Blueprint,Rare (6.00%)
Sybaris Prime Receiver,Uncommon (17.00%)
Baza Prime Barrel,Uncommon (17.00%)
Silva & Aegis Prime Hilt,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Aksomati Prime Blueprint,Uncommon (20.00%)
,
Neo I3 Relic (Radiant),Neo I3 Relic (Radiant)
Ivara Prime Chassis Blueprint,Uncommon (10.00%)
Sybaris Prime Receiver,Uncommon (20.00%)
Baza Prime Barrel,Uncommon (20.00%)
Silva & Aegis Prime Hilt,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
Aksomati Prime Blueprint,Uncommon (16.67%)
,
Neo K1 Relic (Intact),Neo K1 Relic (Intact)
Kogake Prime Gauntlet,Rare (2.00%)
Zephyr Prime Chassis Blueprint,Uncommon (11.00%)
Helios Prime Blueprint,Uncommon (11.00%)
Valkyr Prime Blueprint,Uncommon (25.33%)
Silva & Aegis Prime Hilt,Uncommon (25.33%)
Euphona Prime Blueprint,Uncommon (25.33%)
,
Neo K1 Relic (Exceptional),Neo K1 Relic (Exceptional)
Kogake Prime Gauntlet,Rare (4.00%)
Zephyr Prime Chassis Blueprint,Uncommon (13.00%)
Helios Prime Blueprint,Uncommon (13.00%)
Valkyr Prime Blueprint,Uncommon (23.33%)
Silva & Aegis Prime Hilt,Uncommon (23.33%)
Euphona Prime Blueprint,Uncommon (23.33%)
,
Neo K1 Relic (Flawless),Neo K1 Relic (Flawless)
Kogake Prime Gauntlet,Rare (6.00%)
Zephyr Prime Chassis Blueprint,Uncommon (17.00%)
Helios Prime Blueprint,Uncommon (17.00%)
Valkyr Prime Blueprint,Uncommon (20.00%)
Silva & Aegis Prime Hilt,Uncommon (20.00%)
Euphona Prime Blueprint,Uncommon (20.00%)
,
Neo K1 Relic (Radiant),Neo K1 Relic (Radiant)
Kogake Prime Gauntlet,Uncommon (10.00%)
Zephyr Prime Chassis Blueprint,Uncommon (20.00%)
Helios Prime Blueprint,Uncommon (20.00%)
Valkyr Prime Blueprint,Uncommon (16.67%)
Silva & Aegis Prime Hilt,Uncommon (16.67%)
Euphona Prime Blueprint,Uncommon (16.67%)
,
Neo K2 Relic (Intact),Neo K2 Relic (Intact)
Kogake Prime Gauntlet,Rare (2.00%)
Mirage Prime Systems Blueprint,Uncommon (11.00%)
Akbolto Prime Link,Uncommon (11.00%)
Chroma Prime Blueprint,Uncommon (25.33%)
Braton Prime Barrel,Uncommon (25.33%)
Banshee Prime Neuroptics Blueprint,Uncommon (25.33%)
,
Neo K2 Relic (Exceptional),Neo K2 Relic (Exceptional)
Kogake Prime Gauntlet,Rare (4.00%)
Mirage Prime Systems Blueprint,Uncommon (13.00%)
Akbolto Prime Link,Uncommon (13.00%)
Chroma Prime Blueprint,Uncommon (23.33%)
Braton Prime Barrel,Uncommon (23.33%)
Banshee Prime Neuroptics Blueprint,Uncommon (23.33%)
,
Neo K2 Relic (Flawless),Neo K2 Relic (Flawless)
Kogake Prime Gauntlet,Rare (6.00%)
Mirage Prime Systems Blueprint,Uncommon (17.00%)
Akbolto Prime Link,Uncommon (17.00%)
Chroma Prime Blueprint,Uncommon (20.00%)
Braton Prime Barrel,Uncommon (20.00%)
Banshee Prime Neuroptics Blueprint,Uncommon (20.00%)
,
Neo K2 Relic (Radiant),Neo K2 Relic (Radiant)
Kogake Prime Gauntlet,Uncommon (10.00%)
Mirage Prime Systems Blueprint,Uncommon (20.00%)
Akbolto Prime Link,Uncommon (20.00%)
Chroma Prime Blueprint,Uncommon (16.67%)
Braton Prime Barrel,Uncommon (16.67%)
Banshee Prime Neuroptics Blueprint,Uncommon (16.67%)
,
Neo K3 Relic (Intact),Neo K3 Relic (Intact)
Kronen Prime Blade,Rare (2.00%)
Tiberon Prime Barrel,Uncommon (11.00%)
Braton Prime Receiver,Uncommon (11.00%)
Rubico Prime Receiver,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
Burston Prime Blueprint,Uncommon (25.33%)
,
Neo K3 Relic (Exceptional),Neo K3 Relic (Exceptional)
Kronen Prime Blade,Rare (4.00%)
Tiberon Prime Barrel,Uncommon (13.00%)
Braton Prime Receiver,Uncommon (13.00%)
Rubico Prime Receiver,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
Burston Prime Blueprint,Uncommon (23.33%)
,
Neo K3 Relic (Flawless),Neo K3 Relic (Flawless)
Kronen Prime Blade,Rare (6.00%)
Tiberon Prime Barrel,Uncommon (17.00%)
Braton Prime Receiver,Uncommon (17.00%)
Rubico Prime Receiver,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Burston Prime Blueprint,Uncommon (20.00%)
,
Neo K3 Relic (Radiant),Neo K3 Relic (Radiant)
Kronen Prime Blade,Uncommon (10.00%)
Tiberon Prime Barrel,Uncommon (20.00%)
Braton Prime Receiver,Uncommon (20.00%)
Rubico Prime Receiver,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
Burston Prime Blueprint,Uncommon (16.67%)
,
Neo K4 Relic (Intact),Neo K4 Relic (Intact)
Knell Prime Barrel,Rare (2.00%)
Paris Prime Grip,Uncommon (11.00%)
Braton Prime Stock,Uncommon (11.00%)
Inaros Prime Systems Blueprint,Uncommon (25.33%)
Panthera Prime Blueprint,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Neo K4 Relic (Exceptional),Neo K4 Relic (Exceptional)
Knell Prime Barrel,Rare (4.00%)
Paris Prime Grip,Uncommon (13.00%)
Braton Prime Stock,Uncommon (13.00%)
Inaros Prime Systems Blueprint,Uncommon (23.33%)
Panthera Prime Blueprint,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Neo K4 Relic (Flawless),Neo K4 Relic (Flawless)
Knell Prime Barrel,Rare (6.00%)
Paris Prime Grip,Uncommon (17.00%)
Braton Prime Stock,Uncommon (17.00%)
Inaros Prime Systems Blueprint,Uncommon (20.00%)
Panthera Prime Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Neo K4 Relic (Radiant),Neo K4 Relic (Radiant)
Knell Prime Barrel,Uncommon (10.00%)
Paris Prime Grip,Uncommon (20.00%)
Braton Prime Stock,Uncommon (20.00%)
Inaros Prime Systems Blueprint,Uncommon (16.67%)
Panthera Prime Blueprint,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Neo K5 Relic (Intact),Neo K5 Relic (Intact)
Khora Prime Neuroptics Blueprint,Rare (2.00%)
Scourge Prime Handle,Uncommon (11.00%)
Afuris Prime Link,Uncommon (11.00%)
Fang Prime Blade,Uncommon (25.33%)
Revenant Prime Chassis Blueprint,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Neo K5 Relic (Exceptional),Neo K5 Relic (Exceptional)
Khora Prime Neuroptics Blueprint,Rare (4.00%)
Scourge Prime Handle,Uncommon (13.00%)
Afuris Prime Link,Uncommon (13.00%)
Fang Prime Blade,Uncommon (23.33%)
Revenant Prime Chassis Blueprint,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Neo K5 Relic (Flawless),Neo K5 Relic (Flawless)
Khora Prime Neuroptics Blueprint,Rare (6.00%)
Scourge Prime Handle,Uncommon (17.00%)
Afuris Prime Link,Uncommon (17.00%)
Fang Prime Blade,Uncommon (20.00%)
Revenant Prime Chassis Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Neo K5 Relic (Radiant),Neo K5 Relic (Radiant)
Khora Prime Neuroptics Blueprint,Uncommon (10.00%)
Scourge Prime Handle,Uncommon (20.00%)
Afuris Prime Link,Uncommon (20.00%)
Fang Prime Blade,Uncommon (16.67%)
Revenant Prime Chassis Blueprint,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Neo K6 Relic (Intact),Neo K6 Relic (Intact)
Khora Prime Blueprint,Rare (2.00%)
Wisp Prime Neuroptics Blueprint,Uncommon (11.00%)
Hystrix Prime Blueprint,Uncommon (11.00%)
Bronco Prime Receiver,Uncommon (25.33%)
Fang Prime Handle,Uncommon (25.33%)
Cobra & Crane Prime Hilt,Uncommon (25.33%)
,
Neo K6 Relic (Exceptional),Neo K6 Relic (Exceptional)
Khora Prime Blueprint,Rare (4.00%)
Wisp Prime Neuroptics Blueprint,Uncommon (13.00%)
Hystrix Prime Blueprint,Uncommon (13.00%)
Bronco Prime Receiver,Uncommon (23.33%)
Fang Prime Handle,Uncommon (23.33%)
Cobra & Crane Prime Hilt,Uncommon (23.33%)
,
Neo K6 Relic (Flawless),Neo K6 Relic (Flawless)
Khora Prime Blueprint,Rare (6.00%)
Wisp Prime Neuroptics Blueprint,Uncommon (17.00%)
Hystrix Prime Blueprint,Uncommon (17.00%)
Bronco Prime Receiver,Uncommon (20.00%)
Fang Prime Handle,Uncommon (20.00%)
Cobra & Crane Prime Hilt,Uncommon (20.00%)
,
Neo K6 Relic (Radiant),Neo K6 Relic (Radiant)
Khora Prime Blueprint,Uncommon (10.00%)
Wisp Prime Neuroptics Blueprint,Uncommon (20.00%)
Hystrix Prime Blueprint,Uncommon (20.00%)
Bronco Prime Receiver,Uncommon (16.67%)
Fang Prime Handle,Uncommon (16.67%)
Cobra & Crane Prime Hilt,Uncommon (16.67%)
,
Neo K7 Relic (Intact),Neo K7 Relic (Intact)
Khora Prime Neuroptics Blueprint,Rare (2.00%)
Gunsen Prime Handle,Uncommon (11.00%)
Baruuk Prime Chassis Blueprint,Uncommon (11.00%)
Forma Blueprint,Uncommon (25.33%)
Burston Prime Receiver,Uncommon (25.33%)
Fulmin Prime Barrel,Uncommon (25.33%)
,
Neo K7 Relic (Exceptional),Neo K7 Relic (Exceptional)
Khora Prime Neuroptics Blueprint,Rare (4.00%)
Gunsen Prime Handle,Uncommon (13.00%)
Baruuk Prime Chassis Blueprint,Uncommon (13.00%)
Forma Blueprint,Uncommon (23.33%)
Burston Prime Receiver,Uncommon (23.33%)
Fulmin Prime Barrel,Uncommon (23.33%)
,
Neo K7 Relic (Flawless),Neo K7 Relic (Flawless)
Khora Prime Neuroptics Blueprint,Rare (6.00%)
Gunsen Prime Handle,Uncommon (17.00%)
Baruuk Prime Chassis Blueprint,Uncommon (17.00%)
Forma Blueprint,Uncommon (20.00%)
Burston Prime Receiver,Uncommon (20.00%)
Fulmin Prime Barrel,Uncommon (20.00%)
,
Neo K7 Relic (Radiant),Neo K7 Relic (Radiant)
Khora Prime Neuroptics Blueprint,Uncommon (10.00%)
Gunsen Prime Handle,Uncommon (20.00%)
Baruuk Prime Chassis Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (16.67%)
Burston Prime Receiver,Uncommon (16.67%)
Fulmin Prime Barrel,Uncommon (16.67%)
,
Neo L1 Relic (Intact),Neo L1 Relic (Intact)
Limbo Prime Chassis Blueprint,Rare (2.00%)
Silva & Aegis Prime Blade,Uncommon (11.00%)
Ballistica Prime Receiver,Uncommon (11.00%)
Mirage Prime Chassis Blueprint,Uncommon (25.33%)
Euphona Prime Blueprint,Uncommon (25.33%)
Kronen Prime Blueprint,Uncommon (25.33%)
,
Neo L1 Relic (Exceptional),Neo L1 Relic (Exceptional)
Limbo Prime Chassis Blueprint,Rare (4.00%)
Silva & Aegis Prime Blade,Uncommon (13.00%)
Ballistica Prime Receiver,Uncommon (13.00%)
Mirage Prime Chassis Blueprint,Uncommon (23.33%)
Euphona Prime Blueprint,Uncommon (23.33%)
Kronen Prime Blueprint,Uncommon (23.33%)
,
Neo L1 Relic (Flawless),Neo L1 Relic (Flawless)
Limbo Prime Chassis Blueprint,Rare (6.00%)
Silva & Aegis Prime Blade,Uncommon (17.00%)
Ballistica Prime Receiver,Uncommon (17.00%)
Mirage Prime Chassis Blueprint,Uncommon (20.00%)
Euphona Prime Blueprint,Uncommon (20.00%)
Kronen Prime Blueprint,Uncommon (20.00%)
,
Neo L1 Relic (Radiant),Neo L1 Relic (Radiant)
Limbo Prime Chassis Blueprint,Uncommon (10.00%)
Silva & Aegis Prime Blade,Uncommon (20.00%)
Ballistica Prime Receiver,Uncommon (20.00%)
Mirage Prime Chassis Blueprint,Uncommon (16.67%)
Euphona Prime Blueprint,Uncommon (16.67%)
Kronen Prime Blueprint,Uncommon (16.67%)
,
Neo L2 Relic (Intact),Neo L2 Relic (Intact)
Larkspur Prime Barrel,Rare (2.00%)
Akbronco Prime Link,Uncommon (11.00%)
Corvas Prime Blueprint,Uncommon (11.00%)
Khora Prime Systems Blueprint,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
Strun Prime Receiver,Uncommon (25.33%)
,
Neo L2 Relic (Exceptional),Neo L2 Relic (Exceptional)
Larkspur Prime Barrel,Rare (4.00%)
Akbronco Prime Link,Uncommon (13.00%)
Corvas Prime Blueprint,Uncommon (13.00%)
Khora Prime Systems Blueprint,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
Strun Prime Receiver,Uncommon (23.33%)
,
Neo L2 Relic (Flawless),Neo L2 Relic (Flawless)
Larkspur Prime Barrel,Rare (6.00%)
Akbronco Prime Link,Uncommon (17.00%)
Corvas Prime Blueprint,Uncommon (17.00%)
Khora Prime Systems Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Strun Prime Receiver,Uncommon (20.00%)
,
Neo L2 Relic (Radiant),Neo L2 Relic (Radiant)
Larkspur Prime Barrel,Uncommon (10.00%)
Akbronco Prime Link,Uncommon (20.00%)
Corvas Prime Blueprint,Uncommon (20.00%)
Khora Prime Systems Blueprint,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
Strun Prime Receiver,Uncommon (16.67%)
,
Neo L3 Relic (Intact),Neo L3 Relic (Intact)
Larkspur Prime Barrel,Rare (2.00%)
Orthos Prime Blueprint,Uncommon (11.00%)
Harrow Prime Blueprint,Uncommon (11.00%)
Forma Blueprint,Uncommon (25.33%)
Lex Prime Receiver,Uncommon (25.33%)
Tatsu Prime Blueprint,Uncommon (25.33%)
,
Neo L3 Relic (Exceptional),Neo L3 Relic (Exceptional)
Larkspur Prime Barrel,Rare (4.00%)
Orthos Prime Blueprint,Uncommon (13.00%)
Harrow Prime Blueprint,Uncommon (13.00%)
Forma Blueprint,Uncommon (23.33%)
Lex Prime Receiver,Uncommon (23.33%)
Tatsu Prime Blueprint,Uncommon (23.33%)
,
Neo L3 Relic (Flawless),Neo L3 Relic (Flawless)
Larkspur Prime Barrel,Rare (6.00%)
Orthos Prime Blueprint,Uncommon (17.00%)
Harrow Prime Blueprint,Uncommon (17.00%)
Forma Blueprint,Uncommon (20.00%)
Lex Prime Receiver,Uncommon (20.00%)
Tatsu Prime Blueprint,Uncommon (20.00%)
,
Neo L3 Relic (Radiant),Neo L3 Relic (Radiant)
Larkspur Prime Barrel,Uncommon (10.00%)
Orthos Prime Blueprint,Uncommon (20.00%)
Harrow Prime Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (16.67%)
Lex Prime Receiver,Uncommon (16.67%)
Tatsu Prime Blueprint,Uncommon (16.67%)
,
Neo M1 Relic (Intact),Neo M1 Relic (Intact)
Mirage Prime Blueprint,Rare (2.00%)
Helios Prime Blueprint,Uncommon (11.00%)
Euphona Prime Barrel,Uncommon (11.00%)
Paris Prime String,Uncommon (25.33%)
Akbolto Prime Blueprint,Uncommon (25.33%)
Bronco Prime Blueprint,Uncommon (25.33%)
,
Neo M1 Relic (Exceptional),Neo M1 Relic (Exceptional)
Mirage Prime Blueprint,Rare (4.00%)
Helios Prime Blueprint,Uncommon (13.00%)
Euphona Prime Barrel,Uncommon (13.00%)
Paris Prime String,Uncommon (23.33%)
Akbolto Prime Blueprint,Uncommon (23.33%)
Bronco Prime Blueprint,Uncommon (23.33%)
,
Neo M1 Relic (Flawless),Neo M1 Relic (Flawless)
Mirage Prime Blueprint,Rare (6.00%)
Helios Prime Blueprint,Uncommon (17.00%)
Euphona Prime Barrel,Uncommon (17.00%)
Paris Prime String,Uncommon (20.00%)
Akbolto Prime Blueprint,Uncommon (20.00%)
Bronco Prime Blueprint,Uncommon (20.00%)
,
Neo M1 Relic (Radiant),Neo M1 Relic (Radiant)
Mirage Prime Blueprint,Uncommon (10.00%)
Helios Prime Blueprint,Uncommon (20.00%)
Euphona Prime Barrel,Uncommon (20.00%)
Paris Prime String,Uncommon (16.67%)
Akbolto Prime Blueprint,Uncommon (16.67%)
Bronco Prime Blueprint,Uncommon (16.67%)
,
Neo M2 Relic (Intact),Neo M2 Relic (Intact)
Mesa Prime Systems Blueprint,Rare (2.00%)
Limbo Prime Blueprint,Uncommon (11.00%)
Bronco Prime Barrel,Uncommon (11.00%)
Akbronco Prime Blueprint,Uncommon (25.33%)
Burston Prime Stock,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Neo M2 Relic (Exceptional),Neo M2 Relic (Exceptional)
Mesa Prime Systems Blueprint,Rare (4.00%)
Limbo Prime Blueprint,Uncommon (13.00%)
Bronco Prime Barrel,Uncommon (13.00%)
Akbronco Prime Blueprint,Uncommon (23.33%)
Burston Prime Stock,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Neo M2 Relic (Flawless),Neo M2 Relic (Flawless)
Mesa Prime Systems Blueprint,Rare (6.00%)
Limbo Prime Blueprint,Uncommon (17.00%)
Bronco Prime Barrel,Uncommon (17.00%)
Akbronco Prime Blueprint,Uncommon (20.00%)
Burston Prime Stock,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Neo M2 Relic (Radiant),Neo M2 Relic (Radiant)
Mesa Prime Systems Blueprint,Uncommon (10.00%)
Limbo Prime Blueprint,Uncommon (20.00%)
Bronco Prime Barrel,Uncommon (20.00%)
Akbronco Prime Blueprint,Uncommon (16.67%)
Burston Prime Stock,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Neo M3 Relic (Intact),Neo M3 Relic (Intact)
Mesa Prime Systems Blueprint,Rare (2.00%)
Atlas Prime Chassis Blueprint,Uncommon (11.00%)
Forma Blueprint,Uncommon (11.00%)
Titania Prime Chassis Blueprint,Uncommon (25.33%)
Bronco Prime Receiver,Uncommon (25.33%)
Ivara Prime Neuroptics Blueprint,Uncommon (25.33%)
,
Neo M3 Relic (Exceptional),Neo M3 Relic (Exceptional)
Mesa Prime Systems Blueprint,Rare (4.00%)
Atlas Prime Chassis Blueprint,Uncommon (13.00%)
Forma Blueprint,Uncommon (13.00%)
Titania Prime Chassis Blueprint,Uncommon (23.33%)
Bronco Prime Receiver,Uncommon (23.33%)
Ivara Prime Neuroptics Blueprint,Uncommon (23.33%)
,
Neo M3 Relic (Flawless),Neo M3 Relic (Flawless)
Mesa Prime Systems Blueprint,Rare (6.00%)
Atlas Prime Chassis Blueprint,Uncommon (17.00%)
Forma Blueprint,Uncommon (17.00%)
Titania Prime Chassis Blueprint,Uncommon (20.00%)
Bronco Prime Receiver,Uncommon (20.00%)
Ivara Prime Neuroptics Blueprint,Uncommon (20.00%)
,
Neo M3 Relic (Radiant),Neo M3 Relic (Radiant)
Mesa Prime Systems Blueprint,Uncommon (10.00%)
Atlas Prime Chassis Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Titania Prime Chassis Blueprint,Uncommon (16.67%)
Bronco Prime Receiver,Uncommon (16.67%)
Ivara Prime Neuroptics Blueprint,Uncommon (16.67%)
,
Neo M4 Relic (Intact),Neo M4 Relic (Intact)
Magnus Prime Barrel,Rare (2.00%)
Nagantaka Prime Receiver,Uncommon (11.00%)
Forma Blueprint,Uncommon (11.00%)
Orthos Prime Handle,Uncommon (25.33%)
Scourge Prime Blade,Uncommon (25.33%)
Strun Prime Receiver,Uncommon (25.33%)
,
Neo M4 Relic (Exceptional),Neo M4 Relic (Exceptional)
Magnus Prime Barrel,Rare (4.00%)
Nagantaka Prime Receiver,Uncommon (13.00%)
Forma Blueprint,Uncommon (13.00%)
Orthos Prime Handle,Uncommon (23.33%)
Scourge Prime Blade,Uncommon (23.33%)
Strun Prime Receiver,Uncommon (23.33%)
,
Neo M4 Relic (Flawless),Neo M4 Relic (Flawless)
Magnus Prime Barrel,Rare (6.00%)
Nagantaka Prime Receiver,Uncommon (17.00%)
Forma Blueprint,Uncommon (17.00%)
Orthos Prime Handle,Uncommon (20.00%)
Scourge Prime Blade,Uncommon (20.00%)
Strun Prime Receiver,Uncommon (20.00%)
,
Neo M4 Relic (Radiant),Neo M4 Relic (Radiant)
Magnus Prime Barrel,Uncommon (10.00%)
Nagantaka Prime Receiver,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Orthos Prime Handle,Uncommon (16.67%)
Scourge Prime Blade,Uncommon (16.67%)
Strun Prime Receiver,Uncommon (16.67%)
,
Neo N1 Relic (Intact),Neo N1 Relic (Intact)
Nyx Prime Chassis Blueprint,Rare (2.00%)
Soma Prime Receiver,Uncommon (11.00%)
Kavasa Prime Kubrow Collar Blueprint,Uncommon (11.00%)
Hikou Prime Stars,Uncommon (25.33%)
Vectis Prime Barrel,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Neo N1 Relic (Exceptional),Neo N1 Relic (Exceptional)
Nyx Prime Chassis Blueprint,Rare (4.00%)
Soma Prime Receiver,Uncommon (13.00%)
Kavasa Prime Kubrow Collar Blueprint,Uncommon (13.00%)
Hikou Prime Stars,Uncommon (23.33%)
Vectis Prime Barrel,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Neo N1 Relic (Flawless),Neo N1 Relic (Flawless)
Nyx Prime Chassis Blueprint,Rare (6.00%)
Soma Prime Receiver,Uncommon (17.00%)
Kavasa Prime Kubrow Collar Blueprint,Uncommon (17.00%)
Hikou Prime Stars,Uncommon (20.00%)
Vectis Prime Barrel,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Neo N1 Relic (Radiant),Neo N1 Relic (Radiant)
Nyx Prime Chassis Blueprint,Uncommon (10.00%)
Soma Prime Receiver,Uncommon (20.00%)
Kavasa Prime Kubrow Collar Blueprint,Uncommon (20.00%)
Hikou Prime Stars,Uncommon (16.67%)
Vectis Prime Barrel,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Neo N10 Relic (Intact),Neo N10 Relic (Intact)
Nami Skyla Prime Blade,Rare (2.00%)
Ballistica Prime Upper Limb,Uncommon (11.00%)
Tipedo Prime Ornament,Uncommon (11.00%)
Forma Blueprint,Uncommon (25.33%)
Redeemer Prime Blade,Uncommon (25.33%)
Zephyr Prime Neuroptics Blueprint,Uncommon (25.33%)
,
Neo N10 Relic (Exceptional),Neo N10 Relic (Exceptional)
Nami Skyla Prime Blade,Rare (4.00%)
Ballistica Prime Upper Limb,Uncommon (13.00%)
Tipedo Prime Ornament,Uncommon (13.00%)
Forma Blueprint,Uncommon (23.33%)
Redeemer Prime Blade,Uncommon (23.33%)
Zephyr Prime Neuroptics Blueprint,Uncommon (23.33%)
,
Neo N10 Relic (Flawless),Neo N10 Relic (Flawless)
Nami Skyla Prime Blade,Rare (6.00%)
Ballistica Prime Upper Limb,Uncommon (17.00%)
Tipedo Prime Ornament,Uncommon (17.00%)
Forma Blueprint,Uncommon (20.00%)
Redeemer Prime Blade,Uncommon (20.00%)
Zephyr Prime Neuroptics Blueprint,Uncommon (20.00%)
,
Neo N10 Relic (Radiant),Neo N10 Relic (Radiant)
Nami Skyla Prime Blade,Uncommon (10.00%)
Ballistica Prime Upper Limb,Uncommon (20.00%)
Tipedo Prime Ornament,Uncommon (20.00%)
Forma Blueprint,Uncommon (16.67%)
Redeemer Prime Blade,Uncommon (16.67%)
Zephyr Prime Neuroptics Blueprint,Uncommon (16.67%)
,
Neo N11 Relic (Intact),Neo N11 Relic (Intact)
Nekros Prime Systems Blueprint,Rare (2.00%)
Oberon Prime Systems Blueprint,Uncommon (11.00%)
Forma Blueprint,Uncommon (11.00%)
Tigris Prime Stock,Uncommon (25.33%)
Braton Prime Barrel,Uncommon (25.33%)
Sybaris Prime Blueprint,Uncommon (25.33%)
,
Neo N11 Relic (Exceptional),Neo N11 Relic (Exceptional)
Nekros Prime Systems Blueprint,Rare (4.00%)
Oberon Prime Systems Blueprint,Uncommon (13.00%)
Forma Blueprint,Uncommon (13.00%)
Tigris Prime Stock,Uncommon (23.33%)
Braton Prime Barrel,Uncommon (23.33%)
Sybaris Prime Blueprint,Uncommon (23.33%)
,
Neo N11 Relic (Flawless),Neo N11 Relic (Flawless)
Nekros Prime Systems Blueprint,Rare (6.00%)
Oberon Prime Systems Blueprint,Uncommon (17.00%)
Forma Blueprint,Uncommon (17.00%)
Tigris Prime Stock,Uncommon (20.00%)
Braton Prime Barrel,Uncommon (20.00%)
Sybaris Prime Blueprint,Uncommon (20.00%)
,
Neo N11 Relic (Radiant),Neo N11 Relic (Radiant)
Nekros Prime Systems Blueprint,Uncommon (10.00%)
Oberon Prime Systems Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Tigris Prime Stock,Uncommon (16.67%)
Braton Prime Barrel,Uncommon (16.67%)
Sybaris Prime Blueprint,Uncommon (16.67%)
