Mercury/Apollodorus (Survival),Mercury/Apollodorus (Survival)
Veil/Nsu Grid (Skirmish) Extra,Veil/Nsu Grid (Skirmish) Extra
200X Carbides,Uncommon (28.57%)
200X Titanium,Uncommon (28.57%)
5X Gallos Rods,Uncommon (14.29%)
5X Asterite,Uncommon (14.29%)
Komms,Rare (7.14%)
Nullstones,Rare (7.14%)
,
Veil/Nsu Grid (Caches),Veil/Nsu Grid (Caches)
Rotation A,Rotation A
400 Endo,Uncommon (25.00%)
600 Endo,Uncommon (15.00%)
Seeker Volley,Rare (4.00%)
Void Hole,Rare (4.00%)
Phoenix Blaze,Rare (4.00%)
Neo F2 Relic,Rare (4.80%)
Neo Z10 Relic,Rare (4.80%)
Neo D8 Relic,Rare (4.80%)
Neo S18 Relic,Rare (4.80%)
Neo K6 Relic,Rare (4.80%)
Neo K7 Relic,Rare (4.80%)
Neo N23 Relic,Rare (4.80%)
Neo V9 Relic,Rare (4.80%)
Axi V10 Relic,Rare (4.80%)
Axi S8 Relic,Rare (4.80%)
Rotation B,Rotation B
Spectra Vandal Blueprint,Rare (8.70%)
Spectra Vandal Barrel,Rare (6.52%)
Spectra Vandal Chassis,Rare (6.52%)
Spectra Vandal Handle,Rare (6.52%)
450 Endo,Uncommon (17.39%)
1200 Endo,Uncommon (13.04%)
450 Endo,Rare (8.70%)
600 Endo,Rare (4.35%)
Ignis Wraith Blueprint,Rare (8.70%)
Neo V9 Relic,Rare (6.52%)
Axi V10 Relic,Rare (6.52%)
Axi S8 Relic,Rare (6.52%)
,
Veil/Calabash (Skirmish),Veil/Calabash (Skirmish)
400 Endo,Uncommon (14.46%)
600 Endo,Rare (9.64%)
Vidar Engines Mk Iii,Rare (7.23%)
Vidar Reactor Mk Iii,Rare (7.23%)
Vidar Shield Array Mk Iii,Rare (7.23%)
Vidar Plating Mk Iii,Rare (7.23%)
Zetki Engines Mk Iii,Rare (7.23%)
Zetki Reactor Mk Iii,Rare (7.23%)
Zetki Shield Array Mk Iii,Rare (7.23%)
Zetki Plating Mk Iii,Rare (7.23%)
Axi H6 Relic,Rare (2.41%)
Axi G11 Relic,Rare (2.41%)
Axi G10 Relic,Rare (2.41%)
Axi B6 Relic,Rare (2.41%)
Axi G12 Relic,Rare (2.41%)
Axi L6 Relic,Rare (2.41%)
Axi A17 Relic,Rare (2.41%)
3X Riven Sliver,Ultra Rare (1.20%)
,
Veil/Calabash (Skirmish) Extra,Veil/Calabash (Skirmish) Extra
200X Cubic Diodes,Uncommon (28.57%)
200X Titanium,Uncommon (28.57%)
5X Isos,Uncommon (14.29%)
5X Asterite,Uncommon (14.29%)
Aucrux Capacitors,Rare (7.14%)
Nullstones,Rare (7.14%)
,
Veil/Calabash (Caches),Veil/Calabash (Caches)
Rotation A,Rotation A
400 Endo,Uncommon (26.09%)
600 Endo,Uncommon (17.39%)
Seeker Volley,Rare (8.70%)
Void Hole,Rare (8.70%)
Phoenix Blaze,Rare (8.70%)
Neo F2 Relic,Rare (4.35%)
Neo Z10 Relic,Rare (4.35%)
Neo D8 Relic,Rare (4.35%)
Neo S18 Relic,Rare (4.35%)
Neo K6 Relic,Rare (4.35%)
Neo K7 Relic,Rare (4.35%)
Neo N23 Relic,Rare (4.35%)
Rotation B,Rotation B
400 Endo,Uncommon (18.18%)
600 Endo,Uncommon (12.12%)
Internal Bleeding,Rare (9.09%)
Hemorrhage,Rare (9.09%)
Votive Onslaught,Rare (9.09%)
Axi V10 Relic,Rare (9.09%)
Axi S8 Relic,Rare (9.09%)
Carmine Penta Blueprint,Rare (6.06%)
Carmine Penta Barrel,Rare (6.06%)
Carmine Penta Receiver,Rare (6.06%)
Carmine Penta Stock,Rare (6.06%)
,
Veil/Numina (Skirmish),Veil/Numina (Skirmish)
400 Endo,Uncommon (14.46%)
600 Endo,Rare (9.64%)
Vidar Engines Mk Iii,Rare (7.23%)
Vidar Reactor Mk Iii,Rare (7.23%)
Vidar Shield Array Mk Iii,Rare (7.23%)
Vidar Plating Mk Iii,Rare (7.23%)
Zetki Engines Mk Iii,Rare (7.23%)
Zetki Reactor Mk Iii,Rare (7.23%)
Zetki Shield Array Mk Iii,Rare (7.23%)
Zetki Plating Mk Iii,Rare (7.23%)
Axi H6 Relic,Rare (2.41%)
Axi G11 Relic,Rare (2.41%)
Axi G10 Relic,Rare (2.41%)
Axi B6 Relic,Rare (2.41%)
Axi G12 Relic,Rare (2.41%)
Axi L6 Relic,Rare (2.41%)
Axi A17 Relic,Rare (2.41%)
2X Riven Sliver,Ultra Rare (1.20%)
,
Veil/Numina (Skirmish) Extra,Veil/Numina (Skirmish) Extra
200X Cubic Diodes,Uncommon (28.57%)
200X Titanium,Uncommon (28.57%)
5X Isos,Uncommon (14.29%)
5X Asterite,Uncommon (14.29%)
Aucrux Capacitors,Rare (7.14%)
Nullstones,Rare (7.14%)
,
Veil/Numina (Caches),Veil/Numina (Caches)
Rotation A,Rotation A
400 Endo,Uncommon (26.09%)
600 Endo,Uncommon (17.39%)
Seeker Volley,Rare (8.70%)
Void Hole,Rare (8.70%)
Phoenix Blaze,Rare (8.70%)
Neo F2 Relic,Rare (4.35%)
Neo Z10 Relic,Rare (4.35%)
Neo D8 Relic,Rare (4.35%)
Neo S18 Relic,Rare (4.35%)
Neo K6 Relic,Rare (4.35%)
Neo K7 Relic,Rare (4.35%)
Neo N23 Relic,Rare (4.35%)
Rotation B,Rotation B
400 Endo,Uncommon (18.18%)
600 Endo,Uncommon (12.12%)
Internal Bleeding,Rare (9.09%)
Hemorrhage,Rare (9.09%)
Votive Onslaught,Rare (9.09%)
Axi V10 Relic,Rare (9.09%)
Axi S8 Relic,Rare (9.09%)
Carmine Penta Blueprint,Rare (6.06%)
Carmine Penta Barrel,Rare (6.06%)
Carmine Penta Receiver,Rare (6.06%)
Carmine Penta Stock,Rare (6.06%)
,
Veil/Arc Silver (Skirmish),Veil/Arc Silver (Skirmish)
Rotation A,Rotation A
400 Endo,Common (42.86%)
Vidar Engines Mk Iii,Uncommon (21.43%)
Vidar Reactor Mk Iii,Uncommon (21.43%)
Axi H6 Relic,Rare (4.29%)
Axi G11 Relic,Rare (4.29%)
Axi G10 Relic,Rare (5.71%)
Rotation B,Rotation B
400 Endo,Common (34.29%)
Vidar Shield Array Mk Iii,Uncommon (17.14%)
Zetki Engines Mk Iii,Uncommon (17.14%)
Vidar Plating Mk Iii,Uncommon (17.14%)
Axi B6 Relic,Rare (5.71%)
Axi G12 Relic,Rare (5.71%)
3X Riven Sliver,Rare (2.86%)
Rotation C,Rotation C
600 Endo,Common (34.29%)
Zetki Reactor Mk Iii,Uncommon (17.14%)
Zetki Shield Array Mk Iii,Uncommon (17.14%)
Zetki Plating Mk Iii,Uncommon (17.14%)
Axi L6 Relic,Rare (5.71%)
Axi A17 Relic,Rare (5.71%)
3X Riven Sliver,Rare (2.86%)
,
Veil/Arc Silver (Skirmish) Extra,Veil/Arc Silver (Skirmish) Extra
200X Cubic Diodes,Uncommon (28.57%)
200X Titanium,Uncommon (28.57%)
5X Isos,Uncommon (14.29%)
5X Asterite,Uncommon (14.29%)
Aucrux Capacitors,Rare (7.14%)
Nullstones,Rare (7.14%)
,
Veil/Arc Silver (Caches),Veil/Arc Silver (Caches)
Rotation A,Rotation A
400 Endo,Uncommon (26.09%)
600 Endo,Uncommon (17.39%)
Seeker Volley,Rare (8.70%)
Void Hole,Rare (8.70%)
Phoenix Blaze,Rare (8.70%)
Neo F2 Relic,Rare (4.35%)
Neo Z10 Relic,Rare (4.35%)
Neo D8 Relic,Rare (4.35%)
Neo S18 Relic,Rare (4.35%)
Neo K6 Relic,Rare (4.35%)
Neo K7 Relic,Rare (4.35%)
Neo N23 Relic,Rare (4.35%)
Rotation B,Rotation B
400 Endo,Uncommon (18.18%)
600 Endo,Uncommon (12.12%)
Internal Bleeding,Rare (9.09%)
Hemorrhage,Rare (9.09%)
Votive Onslaught,Rare (9.09%)
Axi V10 Relic,Rare (9.09%)
Axi S8 Relic,Rare (9.09%)
Carmine Penta Blueprint,Rare (6.06%)
Carmine Penta Barrel,Rare (6.06%)
Carmine Penta Receiver,Rare (6.06%)
Carmine Penta Stock,Rare (6.06%)
,
Veil/Erato (Skirmish),Veil/Erato (Skirmish)
Rotation A,Rotation A
400 Endo,Uncommon (28.57%)
Vidar Engines Mk Iii,Uncommon (14.29%)
Vidar Reactor Mk Iii,Uncommon (14.29%)
Vidar Shield Array Mk Iii,Uncommon (14.29%)
Vidar Plating Mk Iii,Uncommon (14.29%)
Axi H6 Relic,Rare (4.76%)
Axi G11 Relic,Rare (4.76%)
Axi G10 Relic,Rare (4.76%)
Rotation B,Rotation B
600 Endo,Uncommon (27.27%)
Zetki Engines Mk Iii,Uncommon (13.64%)
Zetki Reactor Mk Iii,Uncommon (13.64%)
Zetki Shield Array Mk Iii,Uncommon (13.64%)
Zetki Plating Mk Iii,Uncommon (13.64%)
Axi B6 Relic,Rare (4.55%)
Axi G12 Relic,Rare (4.55%)
Axi L6 Relic,Rare (4.55%)
Axi A17 Relic,Rare (4.55%)
Rotation C,Rotation C
Arcane Resistance,Rare (5.63%)
Arcane Healing,Rare (5.63%)
Arcane Deflection,Rare (5.63%)
Arcane Victory,Rare (5.63%)
Arcane Strike,Rare (5.63%)
Arcane Awakening,Rare (5.63%)
Arcane Guardian,Rare (5.63%)
Arcane Phantasm,Rare (5.63%)
Arcane Eruption,Rare (5.63%)
Arcane Acceleration,Rare (5.63%)
Arcane Trickery,Rare (5.63%)
Arcane Velocity,Rare (5.63%)
Arcane Agility,Rare (5.63%)
Arcane Aegis,Rare (2.82%)
Arcane Precision,Rare (2.82%)
Arcane Pulse,Rare (2.82%)
Arcane Ultimatum,Rare (2.82%)
Arcane Rage,Rare (2.82%)
Arcane Fury,Rare (2.82%)
Arcane Avenger,Rare (2.82%)
Arcane Arachne,Rare (2.82%)
Arcane Grace,Ultra Rare (1.41%)
Arcane Energize,Ultra Rare (1.41%)
Arcane Barrier,Ultra Rare (1.41%)
,
Veil/Erato (Skirmish) Extra,Veil/Erato (Skirmish) Extra
200X Cubic Diodes,Uncommon (28.57%)
200X Titanium,Uncommon (28.57%)
5X Isos,Uncommon (14.29%)
5X Asterite,Uncommon (14.29%)
Aucrux Capacitors,Rare (7.14%)
Nullstones,Rare (7.14%)
,
Veil/Erato (Caches),Veil/Erato (Caches)
Rotation A,Rotation A
400 Endo,Uncommon (26.09%)
600 Endo,Uncommon (17.39%)
Seeker Volley,Rare (8.70%)
Void Hole,Rare (8.70%)
Phoenix Blaze,Rare (8.70%)
Neo F2 Relic,Rare (4.35%)
Neo Z10 Relic,Rare (4.35%)
Neo D8 Relic,Rare (4.35%)
Neo S18 Relic,Rare (4.35%)
Neo K6 Relic,Rare (4.35%)
Neo K7 Relic,Rare (4.35%)
Neo N23 Relic,Rare (4.35%)
Rotation B,Rotation B
400 Endo,Uncommon (18.18%)
600 Endo,Uncommon (12.12%)
Internal Bleeding,Rare (9.09%)
Hemorrhage,Rare (9.09%)
Votive Onslaught,Rare (9.09%)
Axi V10 Relic,Rare (9.09%)
Axi S8 Relic,Rare (9.09%)
Carmine Penta Blueprint,Rare (6.06%)
Carmine Penta Barrel,Rare (6.06%)
Carmine Penta Receiver,Rare (6.06%)
Carmine Penta Stock,Rare (6.06%)
,
Veil/Lu-Yan (Skirmish),Veil/Lu-Yan (Skirmish)
Rotation A,Rotation A
400 Endo,Common (42.86%)
Vidar Engines Mk Iii,Uncommon (21.43%)
Vidar Reactor Mk Iii,Uncommon (21.43%)
Axi H6 Relic,Rare (4.29%)
Axi G11 Relic,Rare (4.29%)
Axi G10 Relic,Rare (5.71%)
Rotation B,Rotation B
400 Endo,Common (34.29%)
Vidar Shield Array Mk Iii,Uncommon (17.14%)
Zetki Engines Mk Iii,Uncommon (17.14%)
Vidar Plating Mk Iii,Uncommon (17.14%)
Axi B6 Relic,Rare (5.71%)
Axi G12 Relic,Rare (5.71%)
3X Riven Sliver,Rare (2.86%)
Rotation C,Rotation C
600 Endo,Uncommon (31.25%)
Ambassador Blueprint,Uncommon (16.67%)
Zetki Reactor Mk Iii,Uncommon (12.50%)
Zetki Shield Array Mk Iii,Uncommon (12.50%)
Zetki Plating Mk Iii,Uncommon (12.50%)
Axi L6 Relic,Rare (6.25%)
Axi A17 Relic,Rare (6.25%)
3X Riven Sliver,Rare (2.08%)
,
Veil/Lu-Yan (Skirmish) Extra,Veil/Lu-Yan (Skirmish) Extra
200X Cubic Diodes,Uncommon (28.57%)
200X Titanium,Uncommon (28.57%)
5X Isos,Uncommon (14.29%)
5X Asterite,Uncommon (14.29%)
Aucrux Capacitors,Rare (7.14%)
Nullstones,Rare (7.14%)
,
Veil/Lu-Yan (Caches),Veil/Lu-Yan (Caches)
Rotation A,Rotation A
400 Endo,Uncommon (26.09%)
600 Endo,Uncommon (17.39%)
Seeker Volley,Rare (8.70%)
Void Hole,Rare (8.70%)
Phoenix Blaze,Rare (8.70%)
Neo F2 Relic,Rare (4.35%)
Neo Z10 Relic,Rare (4.35%)
Neo D8 Relic,Rare (4.35%)
Neo S18 Relic,Rare (4.35%)
Neo K6 Relic,Rare (4.35%)
Neo K7 Relic,Rare (4.35%)
Neo N23 Relic,Rare (4.35%)
Rotation B,Rotation B
400 Endo,Uncommon (18.18%)
600 Endo,Uncommon (12.12%)
Internal Bleeding,Rare (9.09%)
Hemorrhage,Rare (9.09%)
Votive Onslaught,Rare (9.09%)
Axi V10 Relic,Rare (9.09%)
Axi S8 Relic,Rare (9.09%)
Carmine Penta Blueprint,Rare (6.06%)
Carmine Penta Barrel,Rare (6.06%)
Carmine Penta Receiver,Rare (6.06%)
Carmine Penta Stock,Rare (6.06%)
,
Veil/Sabmir Cloud (Skirmish),Veil/Sabmir Cloud (Skirmish)
Rotation A,Rotation A
400 Endo,Uncommon (30.00%)
600 Endo,Uncommon (16.67%)
Swift Mercy,Uncommon (16.67%)
Power Drain,Uncommon (10.00%)
Firewall,Uncommon (10.00%)
Malicious Code,Rare (6.67%)
Hard Reset,Rare (6.67%)
2X Riven Sliver,Rare (3.33%)
Rotation B,Rotation B
400 Endo,Uncommon (30.00%)
Axi H6 Relic,Uncommon (10.00%)
Axi G11 Relic,Uncommon (10.00%)
Axi G10 Relic,Uncommon (10.00%)
Axi B6 Relic,Uncommon (10.00%)
Axi G12 Relic,Uncommon (10.00%)
Axi L6 Relic,Uncommon (10.00%)
Axi A17 Relic,Uncommon (10.00%)
Rotation C,Rotation C
600 Endo,Uncommon (24.00%)
Ivara Blueprint,Uncommon (12.00%)
Vidar Engines Mk Iii,Rare (8.00%)
Vidar Reactor Mk Iii,Rare (8.00%)
Vidar Shield Array Mk Iii,Rare (8.00%)
Zetki Engines Mk Iii,Rare (8.00%)
Vidar Plating Mk Iii,Rare (8.00%)
Zetki Reactor Mk Iii,Rare (8.00%)
Zetki Shield Array Mk Iii,Rare (8.00%)
Zetki Plating Mk Iii,Rare (8.00%)
,
Veil/Sabmir Cloud (Skirmish) Extra,Veil/Sabmir Cloud (Skirmish) Extra
200X Cubic Diodes,Uncommon (28.57%)
200X Titanium,Uncommon (28.57%)
5X Isos,Uncommon (14.29%)
5X Asterite,Uncommon (14.29%)
Aucrux Capacitors,Rare (7.14%)
Nullstones,Rare (7.14%)
,
Veil/Sabmir Cloud (Caches),Veil/Sabmir Cloud (Caches)
Rotation A,Rotation A
400 Endo,Uncommon (26.09%)
600 Endo,Uncommon (17.39%)
Seeker Volley,Rare (8.70%)
Void Hole,Rare (8.70%)
Phoenix Blaze,Rare (8.70%)
Neo F2 Relic,Rare (4.35%)
Neo Z10 Relic,Rare (4.35%)
Neo D8 Relic,Rare (4.35%)
Neo S18 Relic,Rare (4.35%)
Neo K6 Relic,Rare (4.35%)
Neo K7 Relic,Rare (4.35%)
Neo N23 Relic,Rare (4.35%)
Rotation B,Rotation B
400 Endo,Uncommon (18.18%)
600 Endo,Uncommon (12.12%)
Internal Bleeding,Rare (9.09%)
Hemorrhage,Rare (9.09%)
Votive Onslaught,Rare (9.09%)
Axi V10 Relic,Rare (9.09%)
Axi S8 Relic,Rare (9.09%)
Carmine Penta Blueprint,Rare (6.06%)
Carmine Penta Barrel,Rare (6.06%)
Carmine Penta Receiver,Rare (6.06%)
Carmine Penta Stock,Rare (6.06%)
,
Zariman/Everview Arc (Void Flood),Zariman/Everview Arc (Void Flood)
Rotation A,Rotation A
"5,000 Credits Cache",Common (50.00%)
450 Endo,Uncommon (18.75%)
Voidgel Orb,Rare (9.38%)
Meso P14 Relic,Rare (3.13%)
Meso G5 Relic,Rare (3.13%)
Meso M4 Relic,Rare (3.13%)
Meso P13 Relic,Rare (3.13%)
Meso B8 Relic,Rare (3.13%)
Meso W3 Relic,Rare (3.13%)
Meso C9 Relic,Rare (3.13%)
Rotation B,Rotation B
"7,500 Credits Cache",Common (50.00%)
600 Endo,Uncommon (20.00%)
Entrati Lanthorn,Rare (6.67%)
Neo F2 Relic,Rare (3.33%)
Neo Z10 Relic,Rare (3.33%)
Neo D8 Relic,Rare (3.33%)
Neo S18 Relic,Rare (3.33%)
Neo K6 Relic,Rare (3.33%)
Neo K7 Relic,Rare (3.33%)
Neo N23 Relic,Rare (3.33%)
Rotation C,Rotation C
Madurai Lens,Uncommon (16.00%)
Vazarin Lens,Uncommon (16.00%)
Zenurik Lens,Uncommon (16.00%)
Naramon Lens,Uncommon (16.00%)
Unairu Lens,Uncommon (16.00%)
Aeolak Receiver Blueprint,Uncommon (10.00%)
Aeolak Stock Blueprint,Uncommon (10.00%)
,
Zariman/Halako Perimeter (Exterminate),Zariman/Halako Perimeter (Exterminate)
"10,000 Credits Cache",Common (40.00%)
900 Endo,Uncommon (17.50%)
Voidgel Orb,Uncommon (10.00%)
Entrati Lanthorn,Uncommon (10.00%)
Galeforce Dawn,Rare (5.00%)
Meso P14 Relic,Rare (2.50%)
Meso G5 Relic,Rare (2.50%)
Meso M4 Relic,Rare (2.50%)
Meso P13 Relic,Rare (2.50%)
Meso B8 Relic,Rare (2.50%)
Meso W3 Relic,Rare (2.50%)
Meso C9 Relic,Rare (2.50%)
,
Zariman/Tuvul Commons (Void Cascade),Zariman/Tuvul Commons (Void Cascade)
Rotation A,Rotation A
"5,000 Credits Cache",Common (50.00%)
450 Endo,Uncommon (18.75%)
Voidgel Orb,Rare (9.38%)
Meso P14 Relic,Rare (3.13%)
Meso G5 Relic,Rare (3.13%)
Meso M4 Relic,Rare (3.13%)
Meso P13 Relic,Rare (3.13%)
Meso B8 Relic,Rare (3.13%)
Meso W3 Relic,Rare (3.13%)
Meso C9 Relic,Rare (3.13%)
Rotation B,Rotation B
"7,500 Credits Cache",Common (50.00%)
600 Endo,Uncommon (20.00%)
Entrati Lanthorn,Rare (6.67%)
Neo F2 Relic,Rare (3.33%)
Neo Z10 Relic,Rare (3.33%)
Neo D8 Relic,Rare (3.33%)
Neo S18 Relic,Rare (3.33%)
Neo K6 Relic,Rare (3.33%)
Neo K7 Relic,Rare (3.33%)
Neo N23 Relic,Rare (3.33%)
Rotation C,Rotation C
Madurai Lens,Uncommon (16.00%)
Vazarin Lens,Uncommon (16.00%)
Zenurik Lens,Uncommon (16.00%)
Naramon Lens,Uncommon (16.00%)
Unairu Lens,Uncommon (16.00%)
Hespar Handle Blueprint,Uncommon (10.00%)
Aeolak Barrel Blueprint,Uncommon (10.00%)
,
Zariman/Oro Works (Void Armageddon),Zariman/Oro Works (Void Armageddon)
Rotation A,Rotation A
"5,000 Credits Cache",Common (50.00%)
450 Endo,Uncommon (18.75%)
Voidgel Orb,Rare (9.38%)
Meso P14 Relic,Rare (3.13%)
Meso G5 Relic,Rare (3.13%)
Meso M4 Relic,Rare (3.13%)
Meso P13 Relic,Rare (3.13%)
Meso B8 Relic,Rare (3.13%)
Meso W3 Relic,Rare (3.13%)
Meso C9 Relic,Rare (3.13%)
Rotation B,Rotation B
"7,500 Credits Cache",Common (50.00%)
600 Endo,Uncommon (20.00%)
Entrati Lanthorn,Rare (6.67%)
Neo F2 Relic,Rare (3.33%)
Neo Z10 Relic,Rare (3.33%)
Neo D8 Relic,Rare (3.33%)
Neo S18 Relic,Rare (3.33%)
Neo K6 Relic,Rare (3.33%)
Neo K7 Relic,Rare (3.33%)
Neo N23 Relic,Rare (3.33%)
Rotation C,Rotation C
Madurai Lens,Uncommon (16.00%)
Vazarin Lens,Uncommon (16.00%)
Zenurik Lens,Uncommon (16.00%)
Naramon Lens,Uncommon (16.00%)
Unairu Lens,Uncommon (16.00%)
Galeforce Dawn,Uncommon (10.00%)
Hespar Blade Blueprint,Uncommon (10.00%)
,
Zariman/The Greenway (Mobile Defense),Zariman/The Greenway (Mobile Defense)
"10,000 Credits Cache",Common (40.00%)
900 Endo,Uncommon (17.50%)
Voidgel Orb,Uncommon (10.00%)
Entrati Lanthorn,Uncommon (10.00%)
Galeforce Dawn,Rare (5.00%)
Meso P14 Relic,Rare (2.50%)
Meso G5 Relic,Rare (2.50%)
Meso M4 Relic,Rare (2.50%)
Meso P13 Relic,Rare (2.50%)
Meso B8 Relic,Rare (2.50%)
Meso W3 Relic,Rare (2.50%)
Meso C9 Relic,Rare (2.50%)
,
Duviri/Endless: Tier 1 (Normal),Duviri/Endless: Tier 1 (Normal)
Arcane Consequence,Legendary (0.67%)
Arcane Ice,Legendary (0.67%)
Arcane Momentum,Legendary (0.67%)
Arcane Nullifier,Legendary (0.67%)
Arcane Tempo,Legendary (0.67%)
Arcane Warmth,Legendary (0.67%)
Arcane Deflection,Legendary (0.67%)
Arcane Healing,Legendary (0.67%)
Arcane Resistance,Legendary (0.67%)
Arcane Victory,Legendary (0.67%)
Arcane Acceleration,Legendary (0.67%)
Arcane Agility,Legendary (0.67%)
Arcane Awakening,Legendary (0.67%)
Arcane Eruption,Legendary (0.67%)
Arcane Phantasm,Legendary (0.67%)
Arcane Strike,Legendary (0.67%)
Arcane Precision,Legendary (0.67%)
Arcane Pulse,Legendary (0.67%)
Arcane Ultimatum,Legendary (0.67%)
Arcane Trickery,Legendary (0.67%)
Arcane Velocity,Legendary (0.67%)
Arcane Arachne,Legendary (0.67%)
Arcane Avenger,Legendary (0.67%)
Arcane Fury,Legendary (0.67%)
Arcane Rage,Legendary (0.67%)
Corrosive Projection,Legendary (0.67%)
Emp Aura,Legendary (0.67%)
Enemy Radar,Legendary (0.67%)
Energy Siphon,Legendary (0.67%)
Holster Amp,Legendary (0.67%)
Infested Impedance,Legendary (0.67%)
Loot Detector,Legendary (0.67%)
Physique,Legendary (0.67%)
Pistol Amp,Legendary (0.67%)
Pistol Scavenger,Legendary (0.67%)
Rejuvenation,Legendary (0.67%)
Rifle Amp,Legendary (0.67%)
Rifle Scavenger,Legendary (0.67%)
Shotgun Amp,Legendary (0.67%)
Shotgun Scavenger,Legendary (0.67%)
Sniper Scavenger,Legendary (0.67%)
Sprint Boost,Legendary (0.67%)
Steel Charge,Legendary (0.67%)
Toxin Resistance,Legendary (0.67%)
Antitoxin,Legendary (0.67%)
Diamond Skin,Legendary (0.67%)
Equilibrium,Legendary (0.67%)
Fast Deflection,Legendary (0.67%)
Heavy Impact,Legendary (0.67%)
Provoked,Legendary (0.67%)
Reflection,Legendary (0.67%)
Stretch,Legendary (0.67%)
Battering Maneuver,Legendary (0.67%)
Rush,Legendary (0.67%)
Rending Turn,Legendary (0.67%)
Maglev,Legendary (0.67%)
Mobilize,Legendary (0.67%)
Patagium,Legendary (0.67%)
Piercing Step,Legendary (0.67%)
Embedded Catalyzer,Legendary (0.67%)
Sharpened Bullets,Legendary (0.67%)
Targeting Subsystem,Legendary (0.67%)
Concussion Rounds,Legendary (0.67%)
Convulsion,Legendary (0.67%)
Deep Freeze,Legendary (0.67%)
Expel Corpus,Legendary (0.67%)
Expel Corrupted,Legendary (0.67%)
Expel Grineer,Legendary (0.67%)
Expel Infested,Legendary (0.67%)
Gunslinger,Legendary (0.67%)
Heated Charge,Legendary (0.67%)
Hornet Strike,Legendary (0.67%)
Lethal Momentum,Legendary (0.67%)
No Return,Legendary (0.67%)
Pathogen Rounds,Legendary (0.67%)
Razor Shot,Legendary (0.67%)
Ruinous Extension,Legendary (0.67%)
Sure Shot,Legendary (0.67%)
Target Cracker,Legendary (0.67%)
Bladed Rounds,Legendary (0.67%)
Bane Of Corpus,Legendary (0.67%)
Bane Of Corrupted,Legendary (0.67%)
Bane Of Grineer,Legendary (0.67%)
Bane Of Infested,Legendary (0.67%)
Cryo Rounds,Legendary (0.67%)
Guided Ordnance,Legendary (0.67%)
Hellfire,Legendary (0.67%)
Infected Clip,Legendary (0.67%)
Rifle Aptitude,Legendary (0.67%)
Serration,Legendary (0.67%)
Sinister Reach,Legendary (0.67%)
Speed Trigger,Legendary (0.67%)
Stormbringer,Legendary (0.67%)
Terminal Velocity,Legendary (0.67%)
Laser Sight,Legendary (0.67%)
Repeater Clip,Legendary (0.67%)
Ammo Stock,Legendary (0.67%)
Charged Shell,Legendary (0.67%)
Chilling Grasp,Legendary (0.67%)
Cleanse Corpus,Legendary (0.67%)
Cleanse Corrupted,Legendary (0.67%)
Cleanse Grineer,Legendary (0.67%)
Cleanse Infested,Legendary (0.67%)
Contagious Spread,Legendary (0.67%)
Fatal Acceleration,Legendary (0.67%)
Incendiary Coat,Legendary (0.67%)
Point Blank,Legendary (0.67%)
Shell Compression,Legendary (0.67%)
Shotgun Savvy,Legendary (0.67%)
Shotgun Barrage,Legendary (0.67%)
Tactical Pump,Legendary (0.67%)
Charged Chamber,Legendary (0.67%)
Harkonar Scope,Legendary (0.67%)
Blood Rush,Legendary (0.67%)
Weeping Wounds,Legendary (0.67%)
Dispatch Overdrive,Legendary (0.67%)
Enduring Affliction,Legendary (0.67%)
Fever Strike,Legendary (0.67%)
Finishing Touch,Legendary (0.67%)
Fury,Legendary (0.67%)
Killing Blow,Legendary (0.67%)
Molten Impact,Legendary (0.67%)
North Wind,Legendary (0.67%)
Power Throw,Legendary (0.67%)
Reflex Coil,Legendary (0.67%)
Relentless Combination,Legendary (0.67%)
Seismic Wave,Legendary (0.67%)
Shocking Touch,Legendary (0.67%)
Smite Corpus,Legendary (0.67%)
Smite Corrupted,Legendary (0.67%)
Smite Grineer,Legendary (0.67%)
Smite Infested,Legendary (0.67%)
Sundering Strike,Legendary (0.67%)
Burning Wasp,Legendary (0.67%)
Clashing Forest,Legendary (0.67%)
Eleventh Storm,Legendary (0.67%)
Fracturing Wind,Legendary (0.67%)
Shimmering Blight,Legendary (0.67%)
Sundering Weave,Legendary (0.67%)
Swirling Tiger,Legendary (0.67%)
"10,000 Credits Cache",Legendary (0.67%)
500 Endo,Legendary (0.67%)
30X Yao Shrub,Legendary (0.67%)
30X Connla Sprout,Legendary (0.67%)
30X Eevani,Legendary (0.67%)
30X Dracroot,Legendary (0.67%)
30X Kovnik,Legendary (0.67%)
50X Saggen Pearl,Legendary (0.67%)
50X Aggristone,Legendary (0.67%)
30X Ueymag,Legendary (0.67%)
,
Duviri/Endless: Tier 3 (Normal),Duviri/Endless: Tier 3 (Normal)
Arcane Consequence,Legendary (0.67%)
Arcane Ice,Legendary (0.67%)
Arcane Momentum,Legendary (0.67%)
Arcane Nullifier,Legendary (0.67%)
Arcane Tempo,Legendary (0.67%)
Arcane Warmth,Legendary (0.67%)
Arcane Deflection,Legendary (0.67%)
Arcane Healing,Legendary (0.67%)
Arcane Resistance,Legendary (0.67%)
Arcane Victory,Legendary (0.67%)
Arcane Acceleration,Legendary (0.67%)
Arcane Agility,Legendary (0.67%)
Arcane Awakening,Legendary (0.67%)
Arcane Eruption,Legendary (0.67%)
Arcane Phantasm,Legendary (0.67%)
Arcane Strike,Legendary (0.67%)
Arcane Precision,Legendary (0.67%)
