Mob,Mod,Chance
,Smite Infested,Uncommon (21.43%)
,Carving Mantis,Rare (7.14%)
,Astral Twilight,Rare (7.14%)
,,
Nascent Membroid,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Argon Plating,Common (37.94%)
,Energy Inversion,Common (37.94%)
,Enhanced Durability,Rare (5.53%)
,Auxiliary Power,Rare (5.53%)
,Auxiliary Power,Rare (5.53%)
,Superior Defenses,Rare (5.53%)
,System Reroute,Rare (2.01%)
,,
Mature Membroid,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Argon Plating,Common (37.94%)
,Energy Inversion,Common (37.94%)
,Enhanced Durability,Rare (5.53%)
,Auxiliary Power,Rare (5.53%)
,Auxiliary Power,Rare (5.53%)
,Superior Defenses,Rare (5.53%)
,System Reroute,Rare (2.01%)
,,
Apex Membroid,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Argon Plating,Common (37.94%)
,Energy Inversion,Common (37.94%)
,Enhanced Durability,Rare (5.53%)
,Auxiliary Power,Rare (5.53%)
,Auxiliary Power,Rare (5.53%)
,Superior Defenses,Rare (5.53%)
,System Reroute,Rare (2.01%)
,,
Juvenile Membroid,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Argon Plating,Common (37.94%)
,Energy Inversion,Common (37.94%)
,Enhanced Durability,Rare (5.53%)
,Auxiliary Power,Rare (5.53%)
,Auxiliary Power,Rare (5.53%)
,Superior Defenses,Rare (5.53%)
,System Reroute,Rare (2.01%)
,,
Observation Drone,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.29%)
,Vitality,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fury,Rare (7.37%)
,Convulsion,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Hell's Chamber,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Coolant Raknoid,Mod Drop Chance: 30.00%,Mod Drop Chance: 30.00%
,Organ Shatter,Common (38.72%)
,Reach,Common (38.72%)
,Shocking Touch,Rare (3.22%)
,Molten Impact,Rare (3.22%)
,North Wind,Rare (3.22%)
,Reflex Coil,Rare (3.22%)
,Fever Strike,Rare (3.22%)
,Stretch,Rare (3.22%)
,Wise Razor,Rare (3.22%)
,,
Scyto Raknoid,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Organ Shatter,Common (37.94%)
,Reach,Common (37.94%)
,Shocking Touch,Rare (3.69%)
,Molten Impact,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Fever Strike,Rare (3.69%)
,Stretch,Rare (3.69%)
,Life Strike,Ultra Rare (1.01%)
,Split Chamber,Ultra Rare (1.01%)
,,
Special Duty Coildrive,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Common (37.94%)
,Vitality,Common (37.94%)
,Heated Charge,Uncommon (11.06%)
,Diamond Skin,Uncommon (11.06%)
,Heavy Trauma,Legendary (0.50%)
,Streamline,Legendary (0.50%)
,Iron Phoenix,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Thermic Raknoid,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Flame Repellent,Very Common (75.88%)
,Molten Impact,Rare (5.53%)
,Heated Charge,Rare (5.53%)
,Hellfire,Rare (5.53%)
,Incendiary Coat,Rare (5.53%)
,Volcanic Edge,Legendary (0.50%)
,Scorch,Legendary (0.50%)
,Thermite Rounds,Legendary (0.50%)
,Scattering Inferno,Legendary (0.50%)
,,
Mite Raknoid,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Organ Shatter,Common (37.94%)
,Reach,Common (37.94%)
,Shocking Touch,Rare (3.69%)
,Molten Impact,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Fever Strike,Rare (3.69%)
,Stretch,Rare (3.69%)
,Life Strike,Ultra Rare (1.01%)
,Split Chamber,Ultra Rare (1.01%)
,,
Terra Ambulas,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Organ Shatter,Common (37.94%)
,Reach,Common (37.94%)
,Shocking Touch,Rare (3.69%)
,Molten Impact,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Fever Strike,Rare (3.69%)
,Stretch,Rare (3.69%)
,Life Strike,Ultra Rare (1.01%)
,Split Chamber,Ultra Rare (1.01%)
,,
Terra Manker,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Terra Manker,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Armaments Director,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Strain Eruption,Uncommon (25.00%)
,Strain Fever,Uncommon (25.00%)
,Strain Infection,Uncommon (25.00%)
,Strain Consume,Uncommon (25.00%)
,,
Vivisect Director,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Strain Eruption,Uncommon (25.00%)
,Strain Fever,Uncommon (25.00%)
,Strain Infection,Uncommon (25.00%)
,Strain Consume,Uncommon (25.00%)
,,
Sentient Research Director,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Strain Eruption,Uncommon (25.00%)
,Strain Fever,Uncommon (25.00%)
,Strain Infection,Uncommon (25.00%)
,Strain Consume,Uncommon (25.00%)
,,
Vallis Surveillance Drone,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,15 Endo,Very Common (75.88%)
,Hawk Eye,Rare (7.37%)
,Shotgun Barrage,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Shock Absorbers,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Terra Detron Crewman,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Pistol Gambit,Common (37.94%)
,Metal Fiber,Common (37.94%)
,Fury,Rare (4.42%)
,No Return,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Chilling Grasp,Rare (4.42%)
,Shotgun Savvy,Rare (4.42%)
,Guardian Derision,Legendary (0.50%)
,Jagged Edge,Legendary (0.50%)
,Vital Sense,Legendary (0.50%)
,Rapid Resilience,Legendary (0.50%)
,,
Terra Attack Drone,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Melee Prowess,Uncommon (25.29%)
,Magazine Warp,Uncommon (25.29%)
,Vitality,Uncommon (25.29%)
,Fury,Rare (3.69%)
,Convulsion,Rare (3.69%)
,Hawk Eye,Rare (3.69%)
,Sinister Reach,Rare (3.69%)
,Shotgun Barrage,Rare (3.69%)
,Stretch,Rare (3.69%)
,Concealed Explosives,Legendary (0.67%)
,Metal Auger,Legendary (0.67%)
,Shock Absorbers,Legendary (0.67%)
,,
Terra Attack Drone,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Melee Prowess,Uncommon (25.29%)
,Magazine Warp,Uncommon (25.29%)
,Vitality,Uncommon (25.29%)
,Fury,Rare (3.69%)
,Convulsion,Rare (3.69%)
,Hawk Eye,Rare (3.69%)
,Sinister Reach,Rare (3.69%)
,Shotgun Barrage,Rare (3.69%)
,Stretch,Rare (3.69%)
,Concealed Explosives,Legendary (0.67%)
,Metal Auger,Legendary (0.67%)
,Shock Absorbers,Legendary (0.67%)
,,
Terra Research Crewman,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Pistol Gambit,Common (37.94%)
,Metal Fiber,Common (37.94%)
,Fury,Rare (4.42%)
,No Return,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Chilling Grasp,Rare (4.42%)
,Shotgun Savvy,Rare (4.42%)
,Guardian Derision,Legendary (0.50%)
,Jagged Edge,Legendary (0.50%)
,Vital Sense,Legendary (0.50%)
,Rapid Resilience,Legendary (0.50%)
,,
Terra Elite Provisor,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Terra Provisor,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Terra Provisor,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Terra Elite Overtaker,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Terra Overtaker,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Terra Overtaker,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Terra Jailer,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Terra Cestra Manker,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Terra Raptor Sx,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Organ Shatter,Common (37.94%)
,Reach,Common (37.94%)
,Shocking Touch,Rare (3.69%)
,Molten Impact,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Fever Strike,Rare (3.69%)
,Stretch,Rare (3.69%)
,Life Strike,Ultra Rare (1.01%)
,Split Chamber,Ultra Rare (1.01%)
,,
Terra Elite Raptor Sx,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Organ Shatter,Common (37.94%)
,Reach,Common (37.94%)
,Shocking Touch,Rare (3.69%)
,Molten Impact,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Fever Strike,Rare (3.69%)
,Stretch,Rare (3.69%)
,Life Strike,Ultra Rare (1.01%)
,Split Chamber,Ultra Rare (1.01%)
,,
Terra Elite Crewman,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Pistol Gambit,Common (37.94%)
,Metal Fiber,Common (37.94%)
,Fury,Rare (4.42%)
,No Return,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Chilling Grasp,Rare (4.42%)
,Shotgun Savvy,Rare (4.42%)
,Guardian Derision,Legendary (0.50%)
,Jagged Edge,Legendary (0.50%)
,Vital Sense,Legendary (0.50%)
,Rapid Resilience,Legendary (0.50%)
,,
Terra Elite Trencher,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Icemire Hyena,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Trick Mag,Common (56.34%)
,Fetch,Uncommon (32.84%)
,True Steel,Rare (7.84%)
,Shock Collar,Legendary (0.60%)
,Flame Gland,Legendary (0.60%)
,Frost Jaw,Legendary (0.60%)
,Venom Teeth,Legendary (0.60%)
,Master Thief,Legendary (0.60%)
,,
Rabbleback Hyena,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Trick Mag,Common (56.34%)
,Fetch,Uncommon (32.84%)
,True Steel,Rare (7.84%)
,Shock Collar,Legendary (0.60%)
,Flame Gland,Legendary (0.60%)
,Frost Jaw,Legendary (0.60%)
,Venom Teeth,Legendary (0.60%)
,Master Thief,Legendary (0.60%)
,,
Gyre Hyena,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Trick Mag,Common (56.34%)
,Fetch,Uncommon (32.84%)
,True Steel,Rare (7.84%)
,Shock Collar,Legendary (0.60%)
,Flame Gland,Legendary (0.60%)
,Frost Jaw,Legendary (0.60%)
,Venom Teeth,Legendary (0.60%)
,Master Thief,Legendary (0.60%)
,,
Cinderthresh Hyena,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Trick Mag,Common (56.34%)
,Fetch,Uncommon (32.84%)
,True Steel,Rare (7.84%)
,Shock Collar,Legendary (0.60%)
,Flame Gland,Legendary (0.60%)
,Frost Jaw,Legendary (0.60%)
,Venom Teeth,Legendary (0.60%)
,Master Thief,Legendary (0.60%)
,,
Terra Embattor Moa,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Organ Shatter,Common (37.94%)
,Reach,Common (37.94%)
,Shocking Touch,Rare (3.69%)
,Molten Impact,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Fever Strike,Rare (3.69%)
,Stretch,Rare (3.69%)
,Life Strike,Ultra Rare (1.01%)
,Split Chamber,Ultra Rare (1.01%)
,,
Terra Elite Embattor Moa,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Organ Shatter,Common (37.94%)
,Reach,Common (37.94%)
,Shocking Touch,Rare (3.69%)
,Molten Impact,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Fever Strike,Rare (3.69%)
,Stretch,Rare (3.69%)
,Life Strike,Ultra Rare (1.01%)
,Split Chamber,Ultra Rare (1.01%)
,,
Terra Moa,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Organ Shatter,Common (37.94%)
,Reach,Common (37.94%)
,Shocking Touch,Rare (3.69%)
,Molten Impact,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Fever Strike,Rare (3.69%)
,Stretch,Rare (3.69%)
,Life Strike,Ultra Rare (1.01%)
,Split Chamber,Ultra Rare (1.01%)
,,
Terra Moa,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Organ Shatter,Common (37.94%)
,Reach,Common (37.94%)
,Shocking Touch,Rare (3.69%)
,Molten Impact,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Fever Strike,Rare (3.69%)
,Stretch,Rare (3.69%)
,Life Strike,Ultra Rare (1.01%)
,Split Chamber,Ultra Rare (1.01%)
,,
Terra Anti Moa,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Organ Shatter,Common (37.94%)
,Reach,Common (37.94%)
,Shocking Touch,Rare (3.69%)
,Molten Impact,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Fever Strike,Rare (3.69%)
,Stretch,Rare (3.69%)
,Life Strike,Ultra Rare (1.01%)
,Split Chamber,Ultra Rare (1.01%)
,,
Terra Anti Moa,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Organ Shatter,Common (37.94%)
,Reach,Common (37.94%)
,Shocking Touch,Rare (3.69%)
,Molten Impact,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Fever Strike,Rare (3.69%)
,Stretch,Rare (3.69%)
,Life Strike,Ultra Rare (1.01%)
,Split Chamber,Ultra Rare (1.01%)
,,
Terra Nullifier Crewman,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Terra Railgun Moa,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Organ Shatter,Common (37.94%)
,Reach,Common (37.94%)
,Shocking Touch,Rare (3.69%)
,Molten Impact,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Fever Strike,Rare (3.69%)
,Stretch,Rare (3.69%)
,Life Strike,Ultra Rare (1.01%)
,Split Chamber,Ultra Rare (1.01%)
,,
Terra Railgun Moa,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Organ Shatter,Common (37.94%)
,Reach,Common (37.94%)
,Shocking Touch,Rare (3.69%)
,Molten Impact,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Fever Strike,Rare (3.69%)
,Stretch,Rare (3.69%)
,Life Strike,Ultra Rare (1.01%)
,Split Chamber,Ultra Rare (1.01%)
,,
Terra Crewman,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Pistol Gambit,Common (37.94%)
,Metal Fiber,Common (37.94%)
,Fury,Rare (4.42%)
,No Return,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Chilling Grasp,Rare (4.42%)
,Shotgun Savvy,Rare (4.42%)
,Guardian Derision,Legendary (0.50%)
,Jagged Edge,Legendary (0.50%)
,Vital Sense,Legendary (0.50%)
,Rapid Resilience,Legendary (0.50%)
,,
Terra Crewman,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Pistol Gambit,Common (37.94%)
,Metal Fiber,Common (37.94%)
,Fury,Rare (4.42%)
,No Return,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Chilling Grasp,Rare (4.42%)
,Shotgun Savvy,Rare (4.42%)
,Guardian Derision,Legendary (0.50%)
,Jagged Edge,Legendary (0.50%)
,Vital Sense,Legendary (0.50%)
,Rapid Resilience,Legendary (0.50%)
,,
Terra Shield Osprey,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,15 Endo,Very Common (75.88%)
,Hawk Eye,Rare (7.37%)
,Shotgun Barrage,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Shock Absorbers,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Terra Shield Osprey,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Melee Prowess,Uncommon (25.29%)
,Magazine Warp,Uncommon (25.29%)
,Vitality,Uncommon (25.29%)
,Fury,Rare (3.69%)
,Convulsion,Rare (3.69%)
,Hawk Eye,Rare (3.69%)
,Sinister Reach,Rare (3.69%)
,Shotgun Barrage,Rare (3.69%)
,Stretch,Rare (3.69%)
,Concealed Explosives,Legendary (0.67%)
,Metal Auger,Legendary (0.67%)
,Shock Absorbers,Legendary (0.67%)
,,
Terra Shield Osprey,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Melee Prowess,Uncommon (25.29%)
,Magazine Warp,Uncommon (25.29%)
,Vitality,Uncommon (25.29%)
,Fury,Rare (3.69%)
,Convulsion,Rare (3.69%)
,Hawk Eye,Rare (3.69%)
,Sinister Reach,Rare (3.69%)
,Shotgun Barrage,Rare (3.69%)
,Stretch,Rare (3.69%)
,Concealed Explosives,Legendary (0.67%)
,Metal Auger,Legendary (0.67%)
,Shock Absorbers,Legendary (0.67%)
,,
Terra Shockwave Moa,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Organ Shatter,Common (37.94%)
,Reach,Common (37.94%)
,Shocking Touch,Rare (3.69%)
,Molten Impact,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Fever Strike,Rare (3.69%)
,Stretch,Rare (3.69%)
,Life Strike,Ultra Rare (1.01%)
,Split Chamber,Ultra Rare (1.01%)
,,
Terra Shockwave Moa,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Organ Shatter,Common (37.94%)
,Reach,Common (37.94%)
,Shocking Touch,Rare (3.69%)
,Molten Impact,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Fever Strike,Rare (3.69%)
,Stretch,Rare (3.69%)
,Life Strike,Ultra Rare (1.01%)
,Split Chamber,Ultra Rare (1.01%)
,,
Terra Trencher,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Terra Trencher,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Terra Plasmor Crewman,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Pistol Gambit,Common (37.94%)
,Metal Fiber,Common (37.94%)
,Fury,Rare (4.42%)
,No Return,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Chilling Grasp,Rare (4.42%)
,Shotgun Savvy,Rare (4.42%)
,Guardian Derision,Legendary (0.50%)
,Jagged Edge,Legendary (0.50%)
,Vital Sense,Legendary (0.50%)
,Rapid Resilience,Legendary (0.50%)
,,
Terra Plasmor Crewman,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Pistol Gambit,Common (37.94%)
,Metal Fiber,Common (37.94%)
,Fury,Rare (4.42%)
,No Return,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Chilling Grasp,Rare (4.42%)
,Shotgun Savvy,Rare (4.42%)
,Guardian Derision,Legendary (0.50%)
,Jagged Edge,Legendary (0.50%)
,Vital Sense,Legendary (0.50%)
,Rapid Resilience,Legendary (0.50%)
,,
Terra Sniper Crewman,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Pistol Gambit,Common (37.94%)
,Metal Fiber,Common (37.94%)
,Fury,Rare (4.42%)
,No Return,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Chilling Grasp,Rare (4.42%)
,Shotgun Savvy,Rare (4.42%)
,Guardian Derision,Legendary (0.50%)
,Jagged Edge,Legendary (0.50%)
,Vital Sense,Legendary (0.50%)
,Rapid Resilience,Legendary (0.50%)
,,
Terra Sniper Crewman,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Pistol Gambit,Common (37.94%)
,Metal Fiber,Common (37.94%)
,Fury,Rare (4.42%)
,No Return,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Chilling Grasp,Rare (4.42%)
,Shotgun Savvy,Rare (4.42%)
,Guardian Derision,Legendary (0.50%)
,Jagged Edge,Legendary (0.50%)
,Vital Sense,Legendary (0.50%)
,Rapid Resilience,Legendary (0.50%)
,,
Terra Oxium Osprey,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Melee Prowess,Uncommon (25.29%)
,Magazine Warp,Uncommon (25.29%)
,Vitality,Uncommon (25.29%)
,Fury,Rare (3.69%)
,Convulsion,Rare (3.69%)
,Hawk Eye,Rare (3.69%)
,Sinister Reach,Rare (3.69%)
,Shotgun Barrage,Rare (3.69%)
,Stretch,Rare (3.69%)
,Concealed Explosives,Legendary (0.67%)
,Metal Auger,Legendary (0.67%)
,Shock Absorbers,Legendary (0.67%)
,,
Terra Turret Osprey,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.29%)
,Vitality,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fury,Rare (7.37%)
,Convulsion,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Hell's Chamber,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Terra Turret Osprey,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Melee Prowess,Uncommon (25.29%)
,Magazine Warp,Uncommon (25.29%)
,Vitality,Uncommon (25.29%)
,Fury,Rare (3.69%)
,Convulsion,Rare (3.69%)
,Hawk Eye,Rare (3.69%)
